,srcSpeed,srcAPS,srcGyroValue,srcRPM,srcTPS,srcMAF,srcEngineLoad,Diagnose
38,0,0,0.021778947,1429.941667,16.862745,8.187,33.88235273,NULL
40,0,0,-0.034614474,1117.388158,16.862745,5.17,28.12177474,NULL
41,0,0,0.023073696,0,14.89343576,0,0,NULL
42,21.98275862,0,1.913922194,1382.823276,19.08722105,9.571724138,39.29006098,NULL
43,0,0,0.123071937,0,14.0196075,0,0,NULL
44,0,0,0.049858993,0,13.43790812,0,0,NULL
46,2.916666667,0,0,800.1666667,0,9.292833333,36.88235258,NULL
48,0,0,-0.022248213,422.7358491,14.509804,2.438301887,12.54162042,NULL
49,0,14.90196,-0.075168672,799.9081633,9.835934735,2.055510204,24.21768735,NULL
50,0,13.63370809,0.023881419,798.3244681,9.178139745,1.962765957,23.1122236,NULL
51,8.096774194,16.79949339,0.837201892,1183.419355,11.79000642,5.221612903,40.0632511,NULL
52,12.76190476,17.5070024,0.762276085,1348.154762,12.3902896,5.982142857,41.94211014,NULL
53,17.21818182,17.36898355,0.656233922,1364.518182,12.22103395,5.708909091,39.10873442,NULL
54,0,14.90196,-0.129183124,0,15.686275,0,0,NULL
55,0,14.90196,-0.770855991,0,15.686275,0,0,NULL
57,0,14.90196,-0.057457231,807.4921875,9.803922,1.9565625,23.235294,NULL
58,0,14.90196,-0.304682992,799.0729167,10.1470585,2.29125,25.849673,NULL
59,0,14.90196,-0.169689445,798.8939394,10.16042745,2.313030303,26.131907,NULL
60,0,0,0,0,14.509804,0,0,NULL
61,0,0,0,0,14.509804,0,0,NULL
63,0,0,0,789.6829268,14.509804,2.697073171,32.56814893,NULL
64,0,0,0,887.3191489,14.509804,5.091914894,19.04046713,NULL
65,16.07692308,18.21266927,0.463248214,1434.855769,13.0015085,6.588846154,41.68174958,NULL
66,0,0,0,789.2666667,14.509804,2.729333333,18.60130707,NULL
67,0,0,0,1475.044444,14.509804,10.90022222,34.79738568,NULL
68,0,14.90196,-0.033095203,802.1219512,9.803922,1.821463415,22.81205124,NULL
69,52.32727273,24.36363656,0.199222016,1741.822727,20.34937665,8.46,49.88235304,NULL
70,102.5277778,30.34858383,0.021921209,2952.840278,24.04139464,15.96472222,58.34422644,NULL
71,0,0,0,817.95,13.33333341,3.481,11.84313719,NULL
73,96.16071429,0,0,2004.321429,14.509804,11.13660714,54.34873948,NULL
74,0,0,0,790.2380952,14.509804,2.384285714,17.86181107,NULL
75,0,0,0,1564.5,14.509804,7.191,34.686274,NULL
77,0,0,0,1408.811321,14.509804,7.654339623,26.73325931,NULL
78,99.32758621,0,0,2068.448276,14.509804,15.40793103,72.4611219,NULL
79,0,0,0,790.5454545,14.509804,2.286969697,24.19489015,NULL
80,0,0,0,790.18,14.509804,2.4478,23.39607862,NULL
81,15.92307692,0,0,883.6538462,14.509804,3.193076923,17.10407273,NULL
82,0,7.8431373,0.3202714,0,16.078432,0,0,NULL
83,0,7.8431373,0.000529543,752.1416667,12.61437913,0,28.74509803,NULL
84,0,7.8431373,-0.107066936,563.7784091,13.45811066,0,21.52406336,NULL
85,91.76595745,0,0,1914.510638,14.509804,10.98787234,23.94660013,NULL
86,102.275,0,0,2131.6,14.509804,13.958,58.45098015,NULL
87,0,0,0,853.4827586,14.509804,3.615862069,37.592968,NULL
88,48.4375,0,0.542598551,1266.666667,14.21568636,5.789375,38.87254868,NULL
89,7.162790698,0,0,809.255814,14.509804,2.138139535,23.38349298,NULL
90,7.466666667,0,0,804.3666667,14.509804,2.437666667,23.76470595,NULL
92,0,15.294118,-0.114815473,752.7954545,11.49732623,3.5675,44.46524082,NULL
93,0,0,0,790.6764706,14.509804,2.596470588,36.41291771,NULL
94,35.88,0,-0.200963872,790.36,14.509804,2.7776,17.75686252,NULL
95,0,0,0.055929832,0,14.509804,0,0,NULL
96,7.962962963,0,0,856.8148148,14.509804,3.131851852,19.73856216,NULL
97,7.709677419,0,0,849.7419355,14.509804,3.110967742,20.26565462,NULL
98,0,0,0,790.03125,14.509804,0.7278125,24.66911769,NULL
99,0,0,0,789.8833333,14.509804,1.74,24.64705897,NULL
101,0,15.294118,-0.095307356,948.34375,10.39215679,2.3625,28.34967342,NULL
102,0,0,0,790.2666667,14.509804,2.478666667,13.79084967,NULL
103,0,15.294118,-0.094169366,0,17.647058,0,0,NULL
104,0,15.294118,-0.086146851,0,16.078432,0,0,NULL
105,0,15.294118,-0.105852191,53.57083333,15.81045812,0.207166667,3.679738617,NULL
107,0,0,0,789.8787879,14.509804,0.704848485,31.52703533,NULL
108,0,0,-1.106554024,801.845,19.63137242,3.0406,27.1450981,NULL
109,0,0,-0.039532721,780.1959459,19.63963951,2.983513514,20.40275578,NULL
110,0,0,-0.184685249,1103.318182,20.86452765,3.067045455,23.77896636,NULL
111,0,0,-0.567386482,996.3083333,21.36601307,2.856666667,24.88235317,NULL
113,0,0,0,790.6666667,14.509804,2.488571429,24.220355,NULL
114,0,7.8431373,0.186167812,951.7096774,13.40923535,0,27.71663497,NULL
115,0,7.8431373,0.168439268,951.6813725,13.43329557,0,27.84313725,NULL
116,0,0,0,789.4,14.509804,2.825166667,40.85620952,NULL
118,0,0,0.064962548,791.6538462,14.509804,38.84461538,19.11010558,NULL
119,0,0,0.031623488,791.6444444,14.509804,44.88711111,19.45098044,NULL
120,11.68085106,0,0.906259004,899.787234,14.509804,52.18638298,41.75218983,NULL
121,12.35,0,0.830411839,903.6833333,14.509804,55.30733333,42.9869278,NULL
123,0,0,0,0,19.48268683,0,0,NULL
124,27.42307692,0,0.052318977,1094.461538,14.509804,6.276153846,34.5852186,NULL
125,0,0,-0.169408395,750.8166667,12.7843136,1.656,18.56209167,NULL
126,0,0,0.139653565,0,18.039215,0,0,NULL
127,0,0,0.268384423,888.1538462,15.11312249,0,31.35243856,NULL
128,0,0,0.146240288,688.9833333,15.78431402,0,33.22222222,NULL
130,0,0,0.008648335,0,18.431374,0,0,NULL
131,0,0,-0.006464485,0,18.431374,0,0,NULL
133,0,15.294118,-0.170844791,0,17.647058,0,0,NULL
134,0,14.90196,0.004447439,799.3708333,10.196078,2.668,28.5947711,NULL
136,0,0,0,0,14.509804,0,0,NULL
137,0,15.294118,-0.544696267,0,17.647058,0,0,NULL
138,0,0,0,0,19.51633993,0,0,NULL
140,0,15.294118,-0.154880422,756.2857143,11.764706,3.883214286,44.60784386,NULL
141,0,15.294118,-0.038598243,756.8378378,11.764706,3.89,44.79067349,NULL
142,0,15.294118,0.041197382,0,17.647058,0,0,NULL
143,0,15.294118,-0.046454783,0,17.647058,0,0,NULL
145,0,15.5773425,0,809.5462963,10.980392,1.763518519,20.98765419,NULL
146,12.98333333,0,0.157421006,1282.145833,15.34640517,6.132666667,36.73202627,NULL
148,0,0,0.060700186,0,17.05882273,0,0,NULL
150,38.31034483,0,0.304281594,1575.896552,14.509804,20.43517241,31.99459093,NULL
151,23.63829787,0,0.24656373,1274.702128,14.509804,16.44170213,26.09094706,NULL
152,1.921568627,0,-0.187331492,1048.392157,16.39369469,0,30.7343331,NULL
153,0,14.90196,-0.021026411,801.9038462,10.588235,2.634615385,33.20261415,NULL
154,0,15.6732031,0.01046914,843.4166667,12.941176,1.990666667,24.59477183,NULL
156,0,0,0.066063921,0,0,0,97.34402545,NULL
157,0,15.294118,-0.048760493,750.719697,10.44563245,1.926363636,26.74985136,NULL
158,0,0,0,945.3833333,14.34640528,0,31.34640553,NULL
160,40.12121212,0,0.189090425,1509.818182,6.131907273,19.28,23.38680933,NULL
161,0,15.294118,0,0,15.686275,0,0,NULL
162,0,15.294118,0,0,15.686275,0,0,NULL
164,0,0,-0.411702435,677.9830508,12.75506795,0,34.07776663,NULL
165,5.476190476,0,0,860.4761905,0,9.595,19.01027095,NULL
166,0,0,-0.017370333,0,16.38655386,0,0,NULL
167,0,0,0.852121251,564.1158537,8.579626927,0,12.01339093,NULL
168,0,0,0.080988334,0,10.36053158,0,0,NULL
169,0,0,-0.136876207,0,10.89783308,0,0,NULL
170,0,0,0.191734592,0,11.26935011,0,2.38046104,NULL
171,0,0,-0.217420184,0,9.978213778,0,0,NULL
172,0,0,-0.100254018,137.7058824,10.98039237,0,5.982314471,NULL
173,0,0,-0.198585846,283.95,11.54248378,0,10.84313717,NULL
175,0,0,-0.198585846,283.95,11.54248378,0,10.84313717,NULL
177,0,0,-0.192128352,831.8397436,12.14680764,0,32.75012518,NULL
178,0,0,0.201470544,623.9811321,0.177580472,6.87754717,58.42397298,NULL
179,0,0,0.039934607,644.6666667,0.15686275,7.0065,56.6666665,NULL
181,6.816326531,15.294118,0,900.0867347,12.13285314,0,26.35454171,NULL
182,5.514285714,15.36134486,0,897.6142857,11.07002789,0,21.17647031,NULL
183,0,15.294118,0,760.75,10.20872848,0,21.72043006,NULL
184,0,15.294118,0,757.0328947,10.18575834,0,21.10423108,NULL
185,0,15.294118,0,748.4673913,9.872123043,0,27.97953996,NULL
186,0,15.294118,0,745.1851852,10.05083526,0,20.54466241,NULL
187,0,15.294118,0,752.7586207,10.11494228,0,17.34956041,NULL
188,0,15.294118,0,749.675,10.15686243,0,18.09803923,NULL
190,0,15.294118,0,749.675,10.15686243,0,18.09803923,NULL
192,0,15.294118,0,805.1193182,10.4367198,0,18.96613195,NULL
193,0,15.294118,0,745.3469388,9.995998408,0,20.60824308,NULL
194,0,15.294118,0,798.2236842,11.0629514,0,24.71964223,NULL
195,3.283333333,15.31372585,0,1183.708333,11.33986927,0,15.11764715,NULL
197,0,0,-0.36036864,521.0232558,10.05015951,0,17.8476974,NULL
198,0,0,-0.35442706,536.5324074,10.82062454,0,19.07770541,NULL
199,0,0,-0.284668549,608.05,11.30065363,0,21.0522879,NULL
201,0,15.294118,0,1040.6375,11.4117646,0,19.92810475,NULL
203,109.04,0,0.265080754,2258.54,24.44705896,38.2602,46.61176484,NULL
204,27.9,0,-0.159968116,907.7333333,14.509804,10.63633333,28.32679712,NULL
205,0,0,0,1025.818182,14.64527613,0,32.12834271,NULL
206,0,0,-0.159163569,828.2432432,0,7.056756757,35.62268213,NULL
207,0,0,-0.098150868,817.5,0,7.271333333,37.0261441,NULL
209,24.6,0,0.584097974,1441.62,14.78431358,0,30.00000016,NULL
210,0,19.59432038,0,962.862069,15.26707262,0,34.6585531,NULL
211,0,14.90196,-0.283122973,804.5923913,10.66496137,2.822826087,32.634271,NULL
212,0,0,0.064895188,506.4333333,14.45098,0,22.53594758,NULL
214,0,14.98451958,-0.035156317,705.4473684,12.69349853,3.314736842,32.69349853,NULL
215,0,0,-0.041420043,0,16.94117568,0,36.5176464,NULL
216,0,0,0.077714008,655.1525424,13.58590859,0,22.25324059,NULL
217,0,15.686275,0.186854238,858.35,14.90196,2.31,25.86096264,NULL
218,0,15.686275,0.026539642,858.8166667,14.90196,2.313333333,25.84313733,NULL
220,0,15.63874082,0.089401921,1043.431818,14.09388003,2.73969697,26.04872224,NULL
221,0,0,0.204600582,150.2926829,0,1.915609756,83.95026061,NULL
222,0,0,0.254108649,114.1111111,0,1.454444444,87.71967787,NULL
223,0,14.90196,0.06562082,946.5142857,12.56022417,5.191714286,47.22689029,NULL
224,0,0,-0.066004766,1413.330508,16.29112653,7.524237288,33.42638749,NULL
225,0,15.294118,0,0,15.686275,0,0,NULL
226,114.7333333,0,0,2377.133333,25.18518462,43.34888889,59.30283233,NULL
227,115.6296296,0,0.202048038,2393.777778,26.53594748,45.35740741,75.55555607,NULL
228,0,15.686275,0,965.1293103,12.54902,2.581034483,25.36849238,NULL
229,0,0,-0.153349182,292.4444444,18.169935,0.512962963,12.37472737,NULL
230,0,14.67320233,0,0,15.686275,0,0,NULL
231,0,15.294118,0.219774968,806.9456522,11.66240417,3.936086957,58.39727143,NULL
232,18.72413793,19.38471957,0.256563127,1376.237069,15.60513859,8.368448276,51.25760655,NULL
233,0,0,-0.113840768,0,16.289592,0,58.06938462,NULL
234,0.133333333,15.6470593,0,945.5916667,12.4836605,2.433833333,23.71241802,NULL
236,40.12121212,20.70112891,0.64485711,1677.181818,13.87997624,6.136060606,42.88770067,NULL
237,36.38461538,20.79436903,0.060606542,1657.647436,13.99698349,6.404358974,44.585219,NULL
238,0,15.686275,0,1034.596774,12.46046842,2.373870968,20.26565448,NULL
239,0,0,0,900.7,14.405228,0,32.96731923,NULL
241,0,0,-0.085555661,265.5681818,17.59358341,0.436136364,21.24777216,NULL
242,0,15.65826379,0,963.2053571,12.54902,2.568571429,26.07843154,NULL
243,0,15.686275,0,901.5357143,11.764706,1.794,20.896358,NULL
244,40.775,21.17647093,0.171344242,2016.90625,17.09803933,13.5445,50.52941125,NULL
245,0,15.294118,-0.10095067,801.3109756,10.980392,2.839268293,41.81731202,NULL
246,0,15.67621969,0,1048.621795,13.37355433,3.537948718,29.80392144,NULL
247,0,0,0,997.7545455,13.26916285,0,28.04278047,NULL
248,24.45833333,17.58169958,0.148116058,1532.260417,12.22222233,5.735833333,38.57843138,NULL
249,86,0,-0.122972108,1778.076923,14.47963785,20.94307692,47.60180931,NULL
250,109.1428571,0,-0.008686138,2259.285714,31.28851493,42.30285714,92.07282571,NULL
251,48,0,-0.00386232,1854.5,18.51851878,0,30.39215661,NULL
252,0,15.294118,0.046547389,830.6041667,13.28104543,1.904,24.86274542,NULL
254,0,0,-0.005506254,281.8478261,16.35976122,0,22.78772439,NULL
255,0,0,-0.067230508,306.3166667,16.43790838,0,22.4967326,NULL
257,0,16.43137294,0,942.515,12.21960806,2.9306,28.9725488,NULL
258,0,16.26797425,0,930.0041667,12.20915055,2.9165,29.00653573,NULL
260,0,16.26797425,0,930.0041667,12.20915055,2.9165,29.00653573,NULL
262,0,15.4901965,0,863.2403846,11.372549,1.968461538,21.53846188,NULL
263,0,0,0.022246716,0,0,0,0,NULL
264,0,0,0.040775376,121.5128205,0,0.585641026,3.086978359,NULL
265,113.9411765,0,0,2362,21.66089947,42.23235294,44.775086,NULL
266,43.61538462,0,0,2064.230769,14.479638,38.77461538,63.58974446,NULL
267,0,0,0.258820009,789.9375,0,6.703125,24.80392144,NULL
268,120.3666667,0,0.02506052,2495.933333,31.46405207,52.50933333,94.2156825,NULL
270,126.6923077,0,0,2622.538462,28.86877877,52.41923077,88.35595615,NULL
271,0,0,0,766.9846939,12.50900318,0,25.29811937,NULL
272,0,0,-0.097580876,0,0,0,95.27706435,NULL
273,0,15.54221733,0,887.127551,11.49259706,2.122244898,22.3769512,NULL
274,0,15.56743955,0,678.2424242,12.5252527,1.682727273,25.28817591,NULL
275,0.2,16.07189583,0,780.3125,12.28758178,2.341666667,27.04575155,NULL
277,0,15.1764706,0,0,15.73856267,0,0,NULL
278,0,15.1979283,0,0,15.88605313,0,0,NULL
279,0,0,0.500767329,183.2352941,17.4048445,0.211470588,20.31141918,NULL
280,0,0,0.122459976,0,18.01247718,0,0,NULL
281,0,20.77310877,0,0,32.25770411,0,0,NULL
282,0,0,0,800.921875,12.49999969,0,26.26225516,NULL
283,0,15.08369176,0,800.2560976,14.28981354,2.376829268,34.12721205,NULL
284,0,0,-0.219320665,194.1388889,17.78867147,0.210277778,27.91939044,NULL
285,0,15.07906361,0,830.4919355,14.07969642,2.320322581,27.7925361,NULL
286,0,15.6601312,0,1106.429167,12.54902,2.742333333,21.3333333,NULL
288,0,15.294118,0.066968276,838.6375,11.78431385,2.174333333,26.60130693,NULL
290,0,0,0.134854166,256.0285714,15.59663849,0,22.49859911,NULL
291,0,15.6078436,0,850.7375,11.372549,1.751,22.99999995,NULL
292,0,0,0.155271161,625.7173913,14.16027239,0,20.571185,NULL
293,0,15.294118,0.069754801,314.0948276,14.97633597,0.884482759,10.20960114,NULL
294,0,0,0,796,0,6.648888889,42.54901917,NULL
295,20.08163265,18.4473791,-0.166114336,1259.265306,12.37294922,3.068163265,20.15206084,NULL
296,0,15.294118,-0.013455155,901.425,11.764706,2.308166667,25.68627468,NULL
298,0,15.28758203,-0.029106976,899.1,11.764706,2.401333333,26.09150335,NULL
300,0,15.28627484,0.035123556,934.2,12.33725522,3.0184,31.91372546,NULL
301,0,15.294118,0.065457161,934.4919355,12.156863,2.626774194,28.1720429,NULL
302,0,0,0.129071281,798.4833333,11.9607843,0,39.98692867,NULL
304,0,0,-0.172869797,570.1166667,15.0522876,0,24.90196088,NULL
306,0,15.43417407,0,842.2678571,11.33053218,1.956428571,21.96078489,NULL
307,0,0,0,798.5645161,12.194813,0,24.97153681,NULL
308,0,0,0,1051.047619,13.4453781,0,30.06535957,NULL
309,0,15.28011236,0.095904574,898.8660714,12.10084057,2.478214286,27.15686275,NULL
310,0,0,-0.074626572,112.5555556,18.3878,0.219259259,23.19535222,NULL
311,0,0,-0.25527192,0,8.779956611,0,0,NULL
312,0,15.45923674,0,820.0131579,11.764706,1.877894737,24.82972142,NULL
313,0,0,0,0,12.26285068,0,0,NULL
314,0,15.32549054,0.00679347,357.565,14.03137282,1.0456,10.40000002,NULL
315,0,15.5032684,0,814.4333333,11.44444445,1.974833333,24.6928108,NULL
317,0,0,0,1014.416667,10.8496731,3.649166667,28.12418307,NULL
319,55.6,0,-0.030522212,1165.466667,14.509804,14.28566667,41.3333338,NULL
320,0,0,-0.131154468,0,11.49973527,0,0,NULL
321,0,0,0,0,14.22459818,0,0,NULL
322,0,15.34820862,-0.115946836,931.5603448,15.1588911,3.382068966,38.85057403,NULL
323,0,15.38515445,-0.073304941,909.9464286,15.01400532,3.302678571,38.57843111,NULL
324,0,0,-0.039960356,262.2307692,16.73202577,0,21.48818451,NULL
325,0,0,-0.166032674,341.9166667,16.4836598,0,22.72548987,NULL
327,0,15.294118,0.056621273,944.2037037,11.73565733,2.398148148,25.0980397,NULL
328,0,0,-0.066805492,0,0,0,0,NULL
329,0,0,0,798.9,12.73202667,0,28.40522827,NULL
330,0,0,0,0,11.56862753,0,0,NULL
331,0,0,0,973.205,10.87058804,3.4426,27.945098,NULL
332,0,0,0,0,11.04575172,0,0,NULL
333,0,0,0,506.2666667,11.49019615,1.885333333,0,NULL
335,0,0,0,0,14.54056104,0,0,NULL
336,0,0,0,59.94166667,14.60784288,0,1.705882383,NULL
338,0,0,0,0,10.98039227,0,0,NULL
339,0,0,0,800.5487805,12.69249134,0,27.47010993,NULL
340,0,15.555556,0,792.7361111,11.3507625,1.788333333,22.94117656,NULL
341,0,15.294118,0.027422504,0,15.04575127,0,0,NULL
342,0,0,0.026049001,918.6083333,18.82353,2.1485,34.16339832,NULL
344,0,15.2549022,-0.001831568,954.4583333,12.67973867,3.368666667,32.7843141,NULL
345,0,14.97326145,0,968.4924242,14.92572715,2.984848485,29.15032703,NULL
346,0,0,-0.36798119,666.6083333,14.95424822,0,20.3856207,NULL
348,0,0,0.042855565,1019.335938,13.54166659,0,32.40196069,NULL
349,0,0,-0.391268444,814.0375,12.9542482,0,26.68627432,NULL
351,0,0,-0.339629834,597.30625,15.4411768,0,16.83333353,NULL
352,0,0,-0.297624149,398.2041667,16.97385643,0,11.22222235,NULL
354,0,15.560784,0,1263.26,16.690196,4.8572,34.7764708,NULL
355,0,15.32821791,0,1228.521739,16.75191811,5.024565217,35.51577185,NULL
356,0,0,-0.18350983,99.49038462,18.73303167,0,0.980392154,NULL
357,0,15.4771246,0,760.825,10.980392,1.652166667,22.84967327,NULL
359,0,0,0.027142792,333.0948276,16.74104128,0,8.154158345,NULL
360,0,0,0.160305629,0,10.6169298,0,0,NULL
361,0,0,0.316579194,107.1636364,11.18003575,0,2.702317291,NULL
362,0,0,0.285327799,166.7881356,11.38584256,0,4.911930932,NULL
363,0,0,-0.244321073,118,17.38935574,0,1.624649886,NULL
364,0,0,-0.129967779,325.8181818,16.87165761,0,7.691621909,NULL
365,0,0,-0.097533944,822.7571429,12.8291314,0,22.18487403,NULL
366,0,0,-0.035384274,823.1064815,15.14161204,0,15.57007996,NULL
367,0,0,-0.122428602,823.1708333,15.0196077,0,16.5751635,NULL
369,0,15.04575127,0,823.0083333,14.52287587,2.467,30.45098048,NULL
371,0,0,0.014404041,1046.3125,14.4313726,0,36.98692838,NULL
373,0,0,-0.031756927,842.6862745,15.4248368,0,26.53594776,NULL
374,0,0,0.153118364,606.5763889,15.13071892,0,13.19172125,NULL
375,0,0,0.072003698,823.8041667,15.10457517,0,22.36601317,NULL
377,0,0,0.072003698,823.8041667,15.10457517,0,22.36601317,NULL
379,0,0,-0.229676834,910.5523256,14.94756056,0,22.90013672,NULL
380,36.06666667,20.7058826,0,1372.383333,14.3529412,5.212666667,33.4901962,NULL
381,0,15.4379089,0,1087.695833,12.33333352,2.765833333,23.11111103,NULL
383,0,15.294118,-0.006130612,829.5480769,11.372549,1.878846154,24.79638073,NULL
384,0,0,-0.193041143,211.3421053,17.79153771,0,5.490196053,NULL
385,0,13.42296914,0,776.9571429,12.81792703,2.150571429,29.31092446,NULL
386,0,13.61764695,0,778.975,13.03921555,2.20475,29.76470595,NULL
387,0,13.73440268,0,784.4772727,13.17290541,2.244318182,30.09803918,NULL
388,0,15.27985724,0,1030.095455,14.09625658,3.313090909,30.45989307,NULL
389,0,15.35178718,0,985.9191176,14.01384124,2.030882353,24.25605547,NULL
390,0,15.294118,0.105044609,829.612069,11.764706,1.972413793,25.03042648,NULL
391,0,15.28223442,0.049797678,830.0227273,11.764706,1.980909091,25.96553782,NULL
392,0,19.607843,0,288.4817073,25.98756637,1.09,8.254423927,NULL
393,0,19.607843,0,197.1291667,27.94117728,0.744833333,5.640523017,NULL
395,0,19.607843,0,863.5416667,21.17647,2.477333333,21.54248403,NULL
396,0,15.47511354,0,864.3653846,11.372549,1.816153846,23.04675715,NULL
397,30.54545455,21.67557941,0,1449.784091,14.50980409,5.99,30.71301255,NULL
398,0,15.62352988,0,1245.68,14.57254892,5.848,39.27843072,NULL
399,0,15.60513907,0,1248.784483,14.56389445,5.875172414,39.2021631,NULL
400,0,14.99346353,-0.010957896,0,15.58169983,0,0,NULL
402,0,0,0.798614641,712.0214286,11.37254923,0,12.12324934,NULL
403,0,0,0.316045132,566.3806818,11.45276311,0,9.643493795,NULL
404,88.03703704,0,0,1910.222222,0,46.1337037,60.21786528,NULL
405,0,15.424837,0,1057.808333,11.89542497,2.650333333,21.23529375,NULL
407,0,15.11156169,0,759.5818966,13.71196831,1.849310345,24.48951971,NULL
408,0,15.03611932,0,759.5723684,13.725491,1.733157895,25.57275539,NULL
409,0,15.04201643,0,759.2619048,13.725491,1.742380952,25.58356674,NULL
410,0,15.04084929,0,759.1510417,13.725491,1.753333333,25.59640521,NULL
411,0,15.67474,0,1123.691176,15.27104956,3.183823529,31.70703594,NULL
412,0,15.43137295,0,1248.925,13.725491,4.211,31.0000002,NULL
413,0,15.5337695,0,759.3055556,10.980392,1.672222222,23.61655778,NULL
414,0,15.52287625,0,760.3208333,10.980392,1.716666667,23.58823507,NULL
416,0,15.35014043,0,1065.482143,12.156863,2.841428571,23.02521007,NULL
417,0,15.04901925,0,975.9947917,14.509804,2.490833333,25.38398723,NULL
418,0,15.294118,0.050365206,829.547619,11.764706,2.17547619,25.60224093,NULL
419,9.233333333,17.15686242,0,1197.275,17.18300638,6.249166667,43.79084938,NULL
421,0,15.63025257,0,850.2142857,11.764706,2.337142857,26.86274479,NULL
422,0,15.0588232,0,781.5,14.41830077,2.359333333,32.0915038,NULL
423,0,15.08496707,0,770.125,14.1764709,2.221666667,30.52287602,NULL
425,0,0,0.091577467,0,11.80910128,0,0,NULL
426,0,0,0,752.0166667,18.82353,2.781,55.2418302,NULL
427,0,0,0,770.15625,12.42647025,0,25.30637269,NULL
428,90.05,29.4705883,0.418206611,2497.7875,20.5196081,14.15375,43.20588243,NULL
429,0,15.36173128,0,1448.224138,13.03583459,4.266896552,22.32589645,NULL
430,0,15.294118,0.045328892,0,15.52287614,0,0,NULL
431,0,15.294118,0.031894717,0,15.43137288,0,0,NULL
433,0,15.4901965,0,1115.986111,13.18082794,4.005,32.41830061,NULL
434,0,14.90196,0.031401037,0,15.294118,0,0,NULL
435,0,0,0,799.3109756,12.74031559,0,32.56814939,NULL
436,0,15.48085943,0,1140.27381,11.72735771,2.546190476,33.80018652,NULL
437,0,14.90196,-0.037500538,343.04,13.10588238,0.9904,16.26666668,NULL
438,0,14.90196,-0.024892444,410.0041667,12.62091498,1.217333333,18.20261433,NULL
440,0,15.294118,0.0004962,0,15.294118,0,0,NULL
441,71.76470588,29.71164953,0,2053.117647,24.03690882,18.29235294,66.43598535,NULL
442,76.85714286,28.72549018,0,2169.357143,22.17086832,16.25,57.17086811,NULL
443,73,28.65051859,0,2044.5,21.61476335,14.99294118,58.36216847,NULL
444,74.88888889,26.59404481,0,2090.555556,19.65141607,13.17185185,48.22076985,NULL
445,74.81666667,26.7450979,0,2118.983333,19.99999995,13.8,47.88235297,NULL
447,0,15.50980435,0,761.1125,10.980392,1.5675,21.84313785,NULL
448,63.40909091,23.97504459,0,1799.943182,16.68449205,7.693636364,38.91265605,NULL
449,0,15.294118,0.169368739,830.1453488,11.764706,2.171860465,27.232102,NULL
450,0,15.686275,0,901.8,12.156863,1.969333333,21.75163457,NULL
451,0,15.54987257,0,899.3913043,12.156863,2.681304348,27.51918139,NULL
452,0,0,0.019266045,343.5833333,16.0784313,0,9.179375481,NULL
453,0,0,-0.062734754,0,11.56360005,0,0,NULL
454,0,15.294118,-0.007429014,832.1875,11.764706,1.950625,24.27696094,NULL
455,0,0,0.102208492,553.9166667,15.08987,0.610625,26.07026158,NULL
456,0,15.294118,0,745.9583333,9.925303619,0,19.33706826,NULL
457,0,15.5163403,0,760.3,10.980392,1.694333333,22.74509828,NULL
459,0,15.294118,-0.017151612,831.1916667,11.764706,2.174333333,25.15032717,NULL
460,0,15.294118,-0.32952989,832.01,11.764706,1.8844,24.8627454,NULL
